id,set_id,condition,target,lure,answer,pred,correct,pred_is_lure,values,names,group,names_target
L2-44-00085-inc@v1,L2-44-00085,incongruent,v1,7.0,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'seven', 'v2': 'lake'}",incongruent@v1,seven
L2-44-00086-inc@v1,L2-44-00086,incongruent,v1,6.0,7,7.0,True,False,"{'v1': 7, 'v2': 7}","{'v1': 'six', 'v2': 'bee'}",incongruent@v1,six
L2-44-00087-inc@v1,L2-44-00087,incongruent,v1,8.0,0,0.0,True,False,"{'v1': 1, 'v2': 0}","{'v1': 'eight', 'v2': 'fig'}",incongruent@v1,eight
L2-44-00088-inc@v1,L2-44-00088,incongruent,v1,4.0,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'four', 'v2': 'ant'}",incongruent@v1,four
L2-44-00089-inc@v1,L2-44-00089,incongruent,v1,8.0,9,9.0,True,False,"{'v1': 9, 'v2': 9}","{'v1': 'eight', 'v2': 'yard'}",incongruent@v1,eight
L2-44-00090-inc@v1,L2-44-00090,incongruent,v1,4.0,9,9.0,True,False,"{'v1': 2, 'v2': 9}","{'v1': 'four', 'v2': 'sock'}",incongruent@v1,four
L2-44-00091-inc@v1,L2-44-00091,incongruent,v1,6.0,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'six', 'v2': 'apple'}",incongruent@v1,six
L2-44-00092-inc@v1,L2-44-00092,incongruent,v1,1.0,0,0.0,True,False,"{'v1': 5, 'v2': 0}","{'v1': 'one', 'v2': 'egg'}",incongruent@v1,one
L2-44-00093-inc@v1,L2-44-00093,incongruent,v1,9.0,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'nine', 'v2': 'dog'}",incongruent@v1,nine
L2-44-00094-inc@v1,L2-44-00094,incongruent,v1,8.0,2,0.0,False,False,"{'v1': 1, 'v2': 2}","{'v1': 'eight', 'v2': 'hat'}",incongruent@v1,eight
L2-44-00095-inc@v1,L2-44-00095,incongruent,v1,9.0,0,0.0,True,False,"{'v1': 1, 'v2': 0}","{'v1': 'nine', 'v2': 'rag'}",incongruent@v1,nine
L2-44-00096-inc@v1,L2-44-00096,incongruent,v1,7.0,5,5.0,True,False,"{'v1': 3, 'v2': 5}","{'v1': 'seven', 'v2': 'cap'}",incongruent@v1,seven
L2-44-00097-inc@v1,L2-44-00097,incongruent,v1,3.0,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'three', 'v2': 'ant'}",incongruent@v1,three
L2-44-00098-inc@v1,L2-44-00098,incongruent,v1,1.0,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'one', 'v2': 'water'}",incongruent@v1,one
L2-44-00099-inc@v1,L2-44-00099,incongruent,v1,0.0,9,9.0,True,False,"{'v1': 2, 'v2': 9}","{'v1': 'zero', 'v2': 'bed'}",incongruent@v1,zero
L2-44-00100-inc@v1,L2-44-00100,incongruent,v1,2.0,4,4.0,True,False,"{'v1': 5, 'v2': 4}","{'v1': 'two', 'v2': 'wolf'}",incongruent@v1,two
L2-44-00101-inc@v1,L2-44-00101,incongruent,v1,5.0,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'five', 'v2': 'car'}",incongruent@v1,five
L2-44-00102-inc@v1,L2-44-00102,incongruent,v1,4.0,3,3.0,True,False,"{'v1': 0, 'v2': 3}","{'v1': 'four', 'v2': 'star'}",incongruent@v1,four
L2-44-00103-inc@v1,L2-44-00103,incongruent,v1,9.0,2,2.0,True,False,"{'v1': 0, 'v2': 2}","{'v1': 'nine', 'v2': 'net'}",incongruent@v1,nine
L2-44-00104-inc@v1,L2-44-00104,incongruent,v1,4.0,8,8.0,True,False,"{'v1': 3, 'v2': 8}","{'v1': 'four', 'v2': 'water'}",incongruent@v1,four
L2-44-00105-inc@v1,L2-44-00105,incongruent,v1,4.0,7,7.0,True,False,"{'v1': 0, 'v2': 7}","{'v1': 'four', 'v2': 'toy'}",incongruent@v1,four
L2-44-00106-inc@v1,L2-44-00106,incongruent,v1,0.0,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'zero', 'v2': 'lamp'}",incongruent@v1,zero
L2-44-00107-inc@v1,L2-44-00107,incongruent,v1,5.0,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'five', 'v2': 'coat'}",incongruent@v1,five
L2-44-00108-inc@v1,L2-44-00108,incongruent,v1,1.0,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'one', 'v2': 'net'}",incongruent@v1,one
L2-44-00109-inc@v1,L2-44-00109,incongruent,v1,7.0,5,3.0,False,False,"{'v1': 0, 'v2': 5}","{'v1': 'seven', 'v2': 'boat'}",incongruent@v1,seven
L2-44-00110-inc@v1,L2-44-00110,incongruent,v1,0.0,6,6.0,True,False,"{'v1': 5, 'v2': 6}","{'v1': 'zero', 'v2': 'ink'}",incongruent@v1,zero
L2-44-00111-inc@v1,L2-44-00111,incongruent,v1,8.0,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'eight', 'v2': 'desk'}",incongruent@v1,eight
L2-44-00112-inc@v1,L2-44-00112,incongruent,v1,3.0,1,1.0,True,False,"{'v1': 6, 'v2': 1}","{'v1': 'three', 'v2': 'fish'}",incongruent@v1,three
L2-44-00113-inc@v1,L2-44-00113,incongruent,v1,7.0,0,3.0,False,False,"{'v1': 8, 'v2': 0}","{'v1': 'seven', 'v2': 'tea'}",incongruent@v1,seven
L2-44-00114-inc@v1,L2-44-00114,incongruent,v1,7.0,6,6.0,True,False,"{'v1': 3, 'v2': 6}","{'v1': 'seven', 'v2': 'ring'}",incongruent@v1,seven
L2-44-00115-inc@v1,L2-44-00115,incongruent,v1,7.0,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'seven', 'v2': 'river'}",incongruent@v1,seven
L2-44-00116-inc@v1,L2-44-00116,incongruent,v1,5.0,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'five', 'v2': 'frog'}",incongruent@v1,five
L2-44-00117-inc@v1,L2-44-00117,incongruent,v1,7.0,0,-2.0,False,False,"{'v1': 0, 'v2': 0}","{'v1': 'seven', 'v2': 'hat'}",incongruent@v1,seven
L2-44-00118-inc@v1,L2-44-00118,incongruent,v1,9.0,8,8.0,True,False,"{'v1': 1, 'v2': 8}","{'v1': 'nine', 'v2': 'river'}",incongruent@v1,nine
L2-44-00119-inc@v1,L2-44-00119,incongruent,v1,1.0,3,3.0,True,False,"{'v1': 6, 'v2': 3}","{'v1': 'one', 'v2': 'rag'}",incongruent@v1,one
L2-44-00120-inc@v1,L2-44-00120,incongruent,v1,2.0,0,0.0,True,False,"{'v1': 0, 'v2': 0}","{'v1': 'two', 'v2': 'rod'}",incongruent@v1,two
L2-44-00121-inc@v1,L2-44-00121,incongruent,v1,9.0,8,8.0,True,False,"{'v1': 8, 'v2': 8}","{'v1': 'nine', 'v2': 'river'}",incongruent@v1,nine
L2-44-00122-inc@v1,L2-44-00122,incongruent,v1,3.0,9,9.0,True,False,"{'v1': 0, 'v2': 9}","{'v1': 'three', 'v2': 'cap'}",incongruent@v1,three
L2-44-00123-inc@v1,L2-44-00123,incongruent,v1,6.0,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'six', 'v2': 'chair'}",incongruent@v1,six
L2-44-00124-inc@v1,L2-44-00124,incongruent,v1,9.0,7,7.0,True,False,"{'v1': 0, 'v2': 7}","{'v1': 'nine', 'v2': 'ant'}",incongruent@v1,nine
L2-44-00125-inc@v1,L2-44-00125,incongruent,v1,9.0,2,2.0,True,False,"{'v1': 2, 'v2': 2}","{'v1': 'nine', 'v2': 'shirt'}",incongruent@v1,nine
L2-44-00126-inc@v1,L2-44-00126,incongruent,v1,9.0,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'nine', 'v2': 'bed'}",incongruent@v1,nine
L2-44-00127-inc@v1,L2-44-00127,incongruent,v1,6.0,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'six', 'v2': 'ship'}",incongruent@v1,six
L2-44-00128-inc@v1,L2-44-00128,incongruent,v1,5.0,4,4.0,True,False,"{'v1': 0, 'v2': 4}","{'v1': 'five', 'v2': 'star'}",incongruent@v1,five
L2-44-00129-inc@v1,L2-44-00129,incongruent,v1,9.0,4,4.0,True,False,"{'v1': 1, 'v2': 4}","{'v1': 'nine', 'v2': 'rag'}",incongruent@v1,nine
L2-44-00130-inc@v1,L2-44-00130,incongruent,v1,5.0,2,2.0,True,False,"{'v1': 6, 'v2': 2}","{'v1': 'five', 'v2': 'bed'}",incongruent@v1,five
L2-44-00131-inc@v1,L2-44-00131,incongruent,v1,2.0,9,9.0,True,False,"{'v1': 8, 'v2': 9}","{'v1': 'two', 'v2': 'fish'}",incongruent@v1,two
L2-44-00132-inc@v1,L2-44-00132,incongruent,v1,0.0,3,3.0,True,False,"{'v1': 2, 'v2': 3}","{'v1': 'zero', 'v2': 'fork'}",incongruent@v1,zero
L2-44-00133-inc@v1,L2-44-00133,incongruent,v1,2.0,8,8.0,True,False,"{'v1': 8, 'v2': 8}","{'v1': 'two', 'v2': 'desk'}",incongruent@v1,two
L2-44-00134-inc@v1,L2-44-00134,incongruent,v1,8.0,9,9.0,True,False,"{'v1': 6, 'v2': 9}","{'v1': 'eight', 'v2': 'river'}",incongruent@v1,eight
L2-44-00135-inc@v1,L2-44-00135,incongruent,v1,5.0,7,7.0,True,False,"{'v1': 7, 'v2': 7}","{'v1': 'five', 'v2': 'pot'}",incongruent@v1,five
L2-44-00136-inc@v1,L2-44-00136,incongruent,v1,7.0,3,3.0,True,False,"{'v1': 0, 'v2': 3}","{'v1': 'seven', 'v2': 'key'}",incongruent@v1,seven
L2-44-00137-inc@v1,L2-44-00137,incongruent,v1,4.0,8,8.0,True,False,"{'v1': 0, 'v2': 8}","{'v1': 'four', 'v2': 'fan'}",incongruent@v1,four
L2-44-00138-inc@v1,L2-44-00138,incongruent,v1,9.0,1,1.0,True,False,"{'v1': 0, 'v2': 1}","{'v1': 'nine', 'v2': 'jar'}",incongruent@v1,nine
L2-44-00139-inc@v1,L2-44-00139,incongruent,v1,5.0,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'five', 'v2': 'ant'}",incongruent@v1,five
L2-44-00140-inc@v1,L2-44-00140,incongruent,v1,6.0,8,8.0,True,False,"{'v1': 0, 'v2': 8}","{'v1': 'six', 'v2': 'lake'}",incongruent@v1,six
L2-44-00141-inc@v1,L2-44-00141,incongruent,v1,3.0,9,9.0,True,False,"{'v1': 1, 'v2': 9}","{'v1': 'three', 'v2': 'seed'}",incongruent@v1,three
L2-44-00142-inc@v1,L2-44-00142,incongruent,v1,1.0,9,9.0,True,False,"{'v1': 3, 'v2': 9}","{'v1': 'one', 'v2': 'boat'}",incongruent@v1,one
L2-44-00143-inc@v1,L2-44-00143,incongruent,v1,9.0,0,0.0,True,False,"{'v1': 8, 'v2': 0}","{'v1': 'nine', 'v2': 'jar'}",incongruent@v1,nine
L2-44-00144-inc@v1,L2-44-00144,incongruent,v1,4.0,1,1.0,True,False,"{'v1': 0, 'v2': 1}","{'v1': 'four', 'v2': 'river'}",incongruent@v1,four
L2-44-00145-inc@v1,L2-44-00145,incongruent,v1,7.0,6,6.0,True,False,"{'v1': 1, 'v2': 6}","{'v1': 'seven', 'v2': 'bin'}",incongruent@v1,seven
L2-44-00146-inc@v1,L2-44-00146,incongruent,v1,9.0,6,6.0,True,False,"{'v1': 6, 'v2': 6}","{'v1': 'nine', 'v2': 'van'}",incongruent@v1,nine
L2-44-00147-inc@v1,L2-44-00147,incongruent,v1,1.0,5,5.0,True,False,"{'v1': 5, 'v2': 5}","{'v1': 'one', 'v2': 'pan'}",incongruent@v1,one
L2-44-00148-inc@v1,L2-44-00148,incongruent,v1,8.0,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'eight', 'v2': 'nut'}",incongruent@v1,eight
L2-44-00149-inc@v1,L2-44-00149,incongruent,v1,1.0,4,4.0,True,False,"{'v1': 5, 'v2': 4}","{'v1': 'one', 'v2': 'ring'}",incongruent@v1,one
L2-44-00150-inc@v1,L2-44-00150,incongruent,v1,4.0,2,2.0,True,False,"{'v1': 2, 'v2': 2}","{'v1': 'four', 'v2': 'net'}",incongruent@v1,four
L2-44-00151-inc@v1,L2-44-00151,incongruent,v1,9.0,0,2.0,False,False,"{'v1': 0, 'v2': 0}","{'v1': 'nine', 'v2': 'rug'}",incongruent@v1,nine
L2-44-00152-inc@v1,L2-44-00152,incongruent,v1,8.0,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'eight', 'v2': 'pig'}",incongruent@v1,eight
L2-44-00153-inc@v1,L2-44-00153,incongruent,v1,1.0,4,4.0,True,False,"{'v1': 2, 'v2': 4}","{'v1': 'one', 'v2': 'chair'}",incongruent@v1,one
L2-44-00154-inc@v1,L2-44-00154,incongruent,v1,3.0,0,0.0,True,False,"{'v1': 8, 'v2': 0}","{'v1': 'three', 'v2': 'book'}",incongruent@v1,three
L2-44-00155-inc@v1,L2-44-00155,incongruent,v1,1.0,6,6.0,True,False,"{'v1': 6, 'v2': 6}","{'v1': 'one', 'v2': 'nest'}",incongruent@v1,one
L2-44-00156-inc@v1,L2-44-00156,incongruent,v1,8.0,0,0.0,True,False,"{'v1': 5, 'v2': 0}","{'v1': 'eight', 'v2': 'cap'}",incongruent@v1,eight
L2-44-00157-inc@v1,L2-44-00157,incongruent,v1,9.0,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'nine', 'v2': 'fig'}",incongruent@v1,nine
L2-44-00158-inc@v1,L2-44-00158,incongruent,v1,6.0,9,9.0,True,False,"{'v1': 8, 'v2': 9}","{'v1': 'six', 'v2': 'jar'}",incongruent@v1,six
L2-44-00159-inc@v1,L2-44-00159,incongruent,v1,5.0,4,4.0,True,False,"{'v1': 0, 'v2': 4}","{'v1': 'five', 'v2': 'tea'}",incongruent@v1,five
L2-44-00160-inc@v1,L2-44-00160,incongruent,v1,0.0,1,1.0,True,False,"{'v1': 2, 'v2': 1}","{'v1': 'zero', 'v2': 'moon'}",incongruent@v1,zero
L2-44-00161-inc@v1,L2-44-00161,incongruent,v1,5.0,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'five', 'v2': 'bee'}",incongruent@v1,five
L2-44-00162-inc@v1,L2-44-00162,incongruent,v1,9.0,8,8.0,True,False,"{'v1': 0, 'v2': 8}","{'v1': 'nine', 'v2': 'toy'}",incongruent@v1,nine
L2-44-00163-inc@v1,L2-44-00163,incongruent,v1,3.0,8,8.0,True,False,"{'v1': 1, 'v2': 8}","{'v1': 'three', 'v2': 'ring'}",incongruent@v1,three
L2-44-00164-inc@v1,L2-44-00164,incongruent,v1,7.0,0,-6.0,False,False,"{'v1': 0, 'v2': 0}","{'v1': 'seven', 'v2': 'soup'}",incongruent@v1,seven
L2-44-00165-inc@v1,L2-44-00165,incongruent,v1,1.0,6,6.0,True,False,"{'v1': 2, 'v2': 6}","{'v1': 'one', 'v2': 'coat'}",incongruent@v1,one
L2-44-00166-inc@v1,L2-44-00166,incongruent,v1,9.0,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'nine', 'v2': 'salt'}",incongruent@v1,nine
L2-44-00167-inc@v1,L2-44-00167,incongruent,v1,0.0,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'zero', 'v2': 'tent'}",incongruent@v1,zero
L2-44-00168-inc@v1,L2-44-00168,incongruent,v1,2.0,7,7.0,True,False,"{'v1': 6, 'v2': 7}","{'v1': 'two', 'v2': 'bag'}",incongruent@v1,two
L2-44-00169-inc@v1,L2-44-00169,incongruent,v1,7.0,1,-5.0,False,False,"{'v1': 1, 'v2': 1}","{'v1': 'seven', 'v2': 'salt'}",incongruent@v1,seven
L2-44-00170-inc@v1,L2-44-00170,incongruent,v1,8.0,7,7.0,True,False,"{'v1': 2, 'v2': 7}","{'v1': 'eight', 'v2': 'water'}",incongruent@v1,eight
L2-44-00171-inc@v1,L2-44-00171,incongruent,v1,6.0,9,9.0,True,False,"{'v1': 1, 'v2': 9}","{'v1': 'six', 'v2': 'bus'}",incongruent@v1,six
L2-44-00172-inc@v1,L2-44-00172,incongruent,v1,3.0,5,5.0,True,False,"{'v1': 0, 'v2': 5}","{'v1': 'three', 'v2': 'river'}",incongruent@v1,three
L2-44-00173-inc@v1,L2-44-00173,incongruent,v1,9.0,6,6.0,True,False,"{'v1': 5, 'v2': 6}","{'v1': 'nine', 'v2': 'sky'}",incongruent@v1,nine
L2-44-00174-inc@v1,L2-44-00174,incongruent,v1,4.0,8,8.0,True,False,"{'v1': 2, 'v2': 8}","{'v1': 'four', 'v2': 'yard'}",incongruent@v1,four
L2-44-00175-inc@v1,L2-44-00175,incongruent,v1,7.0,5,5.0,True,False,"{'v1': 3, 'v2': 5}","{'v1': 'seven', 'v2': 'rag'}",incongruent@v1,seven
L2-44-00176-inc@v1,L2-44-00176,incongruent,v1,0.0,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'zero', 'v2': 'table'}",incongruent@v1,zero
L2-44-00177-inc@v1,L2-44-00177,incongruent,v1,9.0,4,3.0,False,False,"{'v1': 1, 'v2': 4}","{'v1': 'nine', 'v2': 'pig'}",incongruent@v1,nine
L2-44-00178-inc@v1,L2-44-00178,incongruent,v1,2.0,9,9.0,True,False,"{'v1': 1, 'v2': 9}","{'v1': 'two', 'v2': 'web'}",incongruent@v1,two
L2-44-00179-inc@v1,L2-44-00179,incongruent,v1,8.0,9,9.0,True,False,"{'v1': 6, 'v2': 9}","{'v1': 'eight', 'v2': 'toy'}",incongruent@v1,eight
L2-44-00180-inc@v1,L2-44-00180,incongruent,v1,6.0,5,,False,False,"{'v1': 1, 'v2': 5}","{'v1': 'six', 'v2': 'gem'}",incongruent@v1,six
L2-44-00181-inc@v1,L2-44-00181,incongruent,v1,5.0,8,8.0,True,False,"{'v1': 1, 'v2': 8}","{'v1': 'five', 'v2': 'bee'}",incongruent@v1,five
L2-44-00182-inc@v1,L2-44-00182,incongruent,v1,7.0,5,5.0,True,False,"{'v1': 2, 'v2': 5}","{'v1': 'seven', 'v2': 'cake'}",incongruent@v1,seven
L2-44-00183-inc@v1,L2-44-00183,incongruent,v1,7.0,4,0.0,False,False,"{'v1': 1, 'v2': 4}","{'v1': 'seven', 'v2': 'nut'}",incongruent@v1,seven
L2-44-00184-inc@v1,L2-44-00184,incongruent,v1,7.0,3,3.0,True,False,"{'v1': 6, 'v2': 3}","{'v1': 'seven', 'v2': 'truck'}",incongruent@v1,seven
L2-44-00185-inc@v1,L2-44-00185,incongruent,v1,3.0,9,9.0,True,False,"{'v1': 0, 'v2': 9}","{'v1': 'three', 'v2': 'coat'}",incongruent@v1,three
L2-44-00186-inc@v1,L2-44-00186,incongruent,v1,0.0,7,7.0,True,False,"{'v1': 1, 'v2': 7}","{'v1': 'zero', 'v2': 'bus'}",incongruent@v1,zero
L2-44-00187-inc@v1,L2-44-00187,incongruent,v1,7.0,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'seven', 'v2': 'ring'}",incongruent@v1,seven
L2-44-00188-inc@v1,L2-44-00188,incongruent,v1,3.0,7,7.0,True,False,"{'v1': 1, 'v2': 7}","{'v1': 'three', 'v2': 'door'}",incongruent@v1,three
L2-44-00189-inc@v1,L2-44-00189,incongruent,v1,3.0,8,8.0,True,False,"{'v1': 8, 'v2': 8}","{'v1': 'three', 'v2': 'web'}",incongruent@v1,three
L2-44-00190-inc@v1,L2-44-00190,incongruent,v1,7.0,0,0.0,True,False,"{'v1': 3, 'v2': 0}","{'v1': 'seven', 'v2': 'nut'}",incongruent@v1,seven
L2-44-00191-inc@v1,L2-44-00191,incongruent,v1,1.0,5,5.0,True,False,"{'v1': 3, 'v2': 5}","{'v1': 'one', 'v2': 'cake'}",incongruent@v1,one
L2-44-00192-inc@v1,L2-44-00192,incongruent,v1,9.0,1,1.0,True,False,"{'v1': 6, 'v2': 1}","{'v1': 'nine', 'v2': 'fork'}",incongruent@v1,nine
L2-44-00193-inc@v1,L2-44-00193,incongruent,v1,7.0,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'seven', 'v2': 'fig'}",incongruent@v1,seven
L2-44-00194-inc@v1,L2-44-00194,incongruent,v1,6.0,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'six', 'v2': 'bag'}",incongruent@v1,six
L2-44-00195-inc@v1,L2-44-00195,incongruent,v1,2.0,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'two', 'v2': 'jar'}",incongruent@v1,two
L2-44-00196-inc@v1,L2-44-00196,incongruent,v1,9.0,8,8.0,True,False,"{'v1': 7, 'v2': 8}","{'v1': 'nine', 'v2': 'web'}",incongruent@v1,nine
L2-44-00197-inc@v1,L2-44-00197,incongruent,v1,4.0,8,8.0,True,False,"{'v1': 7, 'v2': 8}","{'v1': 'four', 'v2': 'soap'}",incongruent@v1,four
L2-44-00198-inc@v1,L2-44-00198,incongruent,v1,0.0,8,8.0,True,False,"{'v1': 2, 'v2': 8}","{'v1': 'zero', 'v2': 'cloud'}",incongruent@v1,zero
L2-44-00199-inc@v1,L2-44-00199,incongruent,v1,2.0,5,5.0,True,False,"{'v1': 0, 'v2': 5}","{'v1': 'two', 'v2': 'coat'}",incongruent@v1,two
L2-44-00200-inc@v1,L2-44-00200,incongruent,v1,2.0,7,7.0,True,False,"{'v1': 1, 'v2': 7}","{'v1': 'two', 'v2': 'map'}",incongruent@v1,two
L2-44-00201-inc@v1,L2-44-00201,incongruent,v1,3.0,7,7.0,True,False,"{'v1': 7, 'v2': 7}","{'v1': 'three', 'v2': 'bread'}",incongruent@v1,three
L2-44-00202-inc@v1,L2-44-00202,incongruent,v1,7.0,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'seven', 'v2': 'horse'}",incongruent@v1,seven
L2-44-00203-inc@v1,L2-44-00203,incongruent,v1,8.0,0,0.0,True,False,"{'v1': 3, 'v2': 0}","{'v1': 'eight', 'v2': 'pear'}",incongruent@v1,eight
L2-44-00204-inc@v1,L2-44-00204,incongruent,v1,0.0,8,8.0,True,False,"{'v1': 2, 'v2': 8}","{'v1': 'zero', 'v2': 'bin'}",incongruent@v1,zero
L2-44-00205-inc@v1,L2-44-00205,incongruent,v1,3.0,5,5.0,True,False,"{'v1': 0, 'v2': 5}","{'v1': 'three', 'v2': 'yard'}",incongruent@v1,three
L2-44-00206-inc@v1,L2-44-00206,incongruent,v1,4.0,9,9.0,True,False,"{'v1': 9, 'v2': 9}","{'v1': 'four', 'v2': 'star'}",incongruent@v1,four
L2-44-00207-inc@v1,L2-44-00207,incongruent,v1,4.0,7,7.0,True,False,"{'v1': 0, 'v2': 7}","{'v1': 'four', 'v2': 'road'}",incongruent@v1,four
L2-44-00208-inc@v1,L2-44-00208,incongruent,v1,6.0,7,7.0,True,False,"{'v1': 7, 'v2': 7}","{'v1': 'six', 'v2': 'wolf'}",incongruent@v1,six
L2-44-00209-inc@v1,L2-44-00209,incongruent,v1,3.0,5,5.0,True,False,"{'v1': 0, 'v2': 5}","{'v1': 'three', 'v2': 'pig'}",incongruent@v1,three
L2-44-00210-inc@v1,L2-44-00210,incongruent,v1,9.0,2,2.0,True,False,"{'v1': 1, 'v2': 2}","{'v1': 'nine', 'v2': 'wheel'}",incongruent@v1,nine
L2-44-00211-inc@v1,L2-44-00211,incongruent,v1,4.0,0,0.0,True,False,"{'v1': 1, 'v2': 0}","{'v1': 'four', 'v2': 'toy'}",incongruent@v1,four
L2-44-00212-inc@v1,L2-44-00212,incongruent,v1,1.0,5,5.0,True,False,"{'v1': 0, 'v2': 5}","{'v1': 'one', 'v2': 'horse'}",incongruent@v1,one
L2-44-00213-inc@v1,L2-44-00213,incongruent,v1,7.0,4,4.0,True,False,"{'v1': 0, 'v2': 4}","{'v1': 'seven', 'v2': 'yard'}",incongruent@v1,seven
L2-44-00214-inc@v1,L2-44-00214,incongruent,v1,6.0,0,0.0,True,False,"{'v1': 9, 'v2': 0}","{'v1': 'six', 'v2': 'table'}",incongruent@v1,six
L2-44-00215-inc@v1,L2-44-00215,incongruent,v1,9.0,0,-2.0,False,False,"{'v1': 0, 'v2': 0}","{'v1': 'nine', 'v2': 'salt'}",incongruent@v1,nine
L2-44-00216-inc@v1,L2-44-00216,incongruent,v1,8.0,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'eight', 'v2': 'wolf'}",incongruent@v1,eight
L2-44-00217-inc@v1,L2-44-00217,incongruent,v1,3.0,0,0.0,True,False,"{'v1': 6, 'v2': 0}","{'v1': 'three', 'v2': 'pan'}",incongruent@v1,three
L2-44-00218-inc@v1,L2-44-00218,incongruent,v1,6.0,3,3.0,True,False,"{'v1': 1, 'v2': 3}","{'v1': 'six', 'v2': 'wheel'}",incongruent@v1,six
L2-44-00219-inc@v1,L2-44-00219,incongruent,v1,6.0,1,1.0,True,False,"{'v1': 2, 'v2': 1}","{'v1': 'six', 'v2': 'soap'}",incongruent@v1,six
L2-44-00220-inc@v1,L2-44-00220,incongruent,v1,9.0,2,2.0,True,False,"{'v1': 5, 'v2': 2}","{'v1': 'nine', 'v2': 'ship'}",incongruent@v1,nine
L2-44-00221-inc@v1,L2-44-00221,incongruent,v1,0.0,3,3.0,True,False,"{'v1': 6, 'v2': 3}","{'v1': 'zero', 'v2': 'map'}",incongruent@v1,zero
L2-44-00222-inc@v1,L2-44-00222,incongruent,v1,2.0,4,4.0,True,False,"{'v1': 1, 'v2': 4}","{'v1': 'two', 'v2': 'soup'}",incongruent@v1,two
L2-44-00223-inc@v1,L2-44-00223,incongruent,v1,2.0,1,1.0,True,False,"{'v1': 1, 'v2': 1}","{'v1': 'two', 'v2': 'fork'}",incongruent@v1,two
L2-44-00224-inc@v1,L2-44-00224,incongruent,v1,8.0,0,0.0,True,False,"{'v1': 1, 'v2': 0}","{'v1': 'eight', 'v2': 'fox'}",incongruent@v1,eight
L2-44-00225-inc@v1,L2-44-00225,incongruent,v1,1.0,6,6.0,True,False,"{'v1': 0, 'v2': 6}","{'v1': 'one', 'v2': 'map'}",incongruent@v1,one
L2-44-00226-inc@v1,L2-44-00226,incongruent,v1,7.0,3,3.0,True,False,"{'v1': 5, 'v2': 3}","{'v1': 'seven', 'v2': 'bed'}",incongruent@v1,seven
L2-44-00227-inc@v1,L2-44-00227,incongruent,v1,5.0,3,3.0,True,False,"{'v1': 0, 'v2': 3}","{'v1': 'five', 'v2': 'pig'}",incongruent@v1,five
L2-44-00228-inc@v1,L2-44-00228,incongruent,v1,1.0,0,0.0,True,False,"{'v1': 2, 'v2': 0}","{'v1': 'one', 'v2': 'pan'}",incongruent@v1,one
L2-44-00229-inc@v1,L2-44-00229,incongruent,v1,5.0,0,0.0,True,False,"{'v1': 6, 'v2': 0}","{'v1': 'five', 'v2': 'van'}",incongruent@v1,five
L2-44-00230-inc@v1,L2-44-00230,incongruent,v1,7.0,8,8.0,True,False,"{'v1': 6, 'v2': 8}","{'v1': 'seven', 'v2': 'cake'}",incongruent@v1,seven
L2-44-00231-inc@v1,L2-44-00231,incongruent,v1,9.0,3,3.0,True,False,"{'v1': 2, 'v2': 3}","{'v1': 'nine', 'v2': 'fig'}",incongruent@v1,nine
L2-44-00232-inc@v1,L2-44-00232,incongruent,v1,0.0,4,4.0,True,False,"{'v1': 1, 'v2': 4}","{'v1': 'zero', 'v2': 'truck'}",incongruent@v1,zero
