id,set_id,condition,target,lure,answer,pred,correct,pred_is_lure,values,group,names_target
L3-44-01348-inc@v1,L3-44-01348,incongruent,v1,4.0,2,0,False,False,"{'v2': 1, 'v1': 2}",incongruent@v1,
L3-44-01349-inc@v1,L3-44-01349,incongruent,v1,6.0,7,7,True,False,"{'v2': 7, 'v1': 7}",incongruent@v1,
L3-44-01350-inc@v1,L3-44-01350,incongruent,v1,4.0,7,0,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
L3-44-01351-inc@v1,L3-44-01351,incongruent,v1,5.0,9,7,False,False,"{'v2': 7, 'v1': 9}",incongruent@v1,
L3-44-01352-inc@v1,L3-44-01352,incongruent,v1,4.0,7,0,False,False,"{'v2': 1, 'v1': 7}",incongruent@v1,
L3-44-01353-inc@v1,L3-44-01353,incongruent,v1,3.0,7,4,False,False,"{'v2': 5, 'v1': 7}",incongruent@v1,
L3-44-01354-inc@v1,L3-44-01354,incongruent,v1,1.0,8,6,False,False,"{'v2': 0, 'v1': 8}",incongruent@v1,
L3-44-01355-inc@v1,L3-44-01355,incongruent,v1,7.0,0,0,True,False,"{'v2': 1, 'v1': 0}",incongruent@v1,
L3-44-01356-inc@v1,L3-44-01356,incongruent,v1,2.0,1,7,False,False,"{'v2': 7, 'v1': 1}",incongruent@v1,
L3-44-01357-inc@v1,L3-44-01357,incongruent,v1,0.0,4,0,False,True,"{'v2': 2, 'v1': 4}",incongruent@v1,
L3-44-01358-inc@v1,L3-44-01358,incongruent,v1,2.0,5,1,False,False,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01359-inc@v1,L3-44-01359,incongruent,v1,8.0,3,5,False,False,"{'v2': 6, 'v1': 3}",incongruent@v1,
L3-44-01360-inc@v1,L3-44-01360,incongruent,v1,9.0,6,5,False,False,"{'v2': 6, 'v1': 6}",incongruent@v1,
L3-44-01361-inc@v1,L3-44-01361,incongruent,v1,8.0,4,1,False,False,"{'v2': 3, 'v1': 4}",incongruent@v1,
L3-44-01362-inc@v1,L3-44-01362,incongruent,v1,5.0,4,4,True,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01363-inc@v1,L3-44-01363,incongruent,v1,0.0,5,0,False,True,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01364-inc@v1,L3-44-01364,incongruent,v1,8.0,2,7,False,False,"{'v2': 7, 'v1': 2}",incongruent@v1,
L3-44-01365-inc@v1,L3-44-01365,incongruent,v1,2.0,1,7,False,False,"{'v2': 7, 'v1': 1}",incongruent@v1,
L3-44-01366-inc@v1,L3-44-01366,incongruent,v1,4.0,2,0,False,False,"{'v2': 2, 'v1': 2}",incongruent@v1,
L3-44-01367-inc@v1,L3-44-01367,incongruent,v1,4.0,5,0,False,False,"{'v2': 2, 'v1': 5}",incongruent@v1,
L3-44-01368-inc@v1,L3-44-01368,incongruent,v1,4.0,7,5,False,False,"{'v2': 5, 'v1': 7}",incongruent@v1,
L3-44-01369-inc@v1,L3-44-01369,incongruent,v1,0.0,4,0,False,True,"{'v2': 3, 'v1': 4}",incongruent@v1,
L3-44-01370-inc@v1,L3-44-01370,incongruent,v1,3.0,9,0,False,False,"{'v2': 0, 'v1': 9}",incongruent@v1,
L3-44-01371-inc@v1,L3-44-01371,incongruent,v1,6.0,2,2,True,False,"{'v2': 5, 'v1': 2}",incongruent@v1,
L3-44-01372-inc@v1,L3-44-01372,incongruent,v1,4.0,6,5,False,False,"{'v2': 6, 'v1': 6}",incongruent@v1,
L3-44-01373-inc@v1,L3-44-01373,incongruent,v1,3.0,7,7,True,False,"{'v2': 7, 'v1': 7}",incongruent@v1,
L3-44-01374-inc@v1,L3-44-01374,incongruent,v1,8.0,5,0,False,False,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01375-inc@v1,L3-44-01375,incongruent,v1,2.0,9,4,False,False,"{'v2': 5, 'v1': 9}",incongruent@v1,
L3-44-01376-inc@v1,L3-44-01376,incongruent,v1,1.0,8,0,False,False,"{'v2': 0, 'v1': 8}",incongruent@v1,
L3-44-01377-inc@v1,L3-44-01377,incongruent,v1,7.0,1,0,False,False,"{'v2': 3, 'v1': 1}",incongruent@v1,
L3-44-01378-inc@v1,L3-44-01378,incongruent,v1,7.0,0,0,True,False,"{'v2': 6, 'v1': 0}",incongruent@v1,
L3-44-01379-inc@v1,L3-44-01379,incongruent,v1,1.0,3,0,False,False,"{'v2': 0, 'v1': 3}",incongruent@v1,
L3-44-01380-inc@v1,L3-44-01380,incongruent,v1,7.0,2,0,False,False,"{'v2': 0, 'v1': 2}",incongruent@v1,
L3-44-01381-inc@v1,L3-44-01381,incongruent,v1,9.0,2,0,False,False,"{'v2': 1, 'v1': 2}",incongruent@v1,
L3-44-01382-inc@v1,L3-44-01382,incongruent,v1,7.0,5,0,False,False,"{'v2': 3, 'v1': 5}",incongruent@v1,
L3-44-01383-inc@v1,L3-44-01383,incongruent,v1,5.0,3,3,True,False,"{'v2': 6, 'v1': 3}",incongruent@v1,
L3-44-01384-inc@v1,L3-44-01384,incongruent,v1,4.0,5,0,False,False,"{'v2': 0, 'v1': 5}",incongruent@v1,
L3-44-01385-inc@v1,L3-44-01385,incongruent,v1,8.0,6,0,False,False,"{'v2': 0, 'v1': 6}",incongruent@v1,
L3-44-01386-inc@v1,L3-44-01386,incongruent,v1,9.0,7,7,True,False,"{'v2': 0, 'v1': 7}",incongruent@v1,
L3-44-01387-inc@v1,L3-44-01387,incongruent,v1,8.0,5,0,False,False,"{'v2': 5, 'v1': 5}",incongruent@v1,
L3-44-01388-inc@v1,L3-44-01388,incongruent,v1,9.0,3,0,False,False,"{'v2': 1, 'v1': 3}",incongruent@v1,
L3-44-01389-inc@v1,L3-44-01389,incongruent,v1,1.0,3,0,False,False,"{'v2': 2, 'v1': 3}",incongruent@v1,
L3-44-01390-inc@v1,L3-44-01390,incongruent,v1,6.0,2,0,False,False,"{'v2': 2, 'v1': 2}",incongruent@v1,
L3-44-01391-inc@v1,L3-44-01391,incongruent,v1,4.0,5,0,False,False,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01392-inc@v1,L3-44-01392,incongruent,v1,9.0,7,7,True,False,"{'v2': 0, 'v1': 7}",incongruent@v1,
L3-44-01393-inc@v1,L3-44-01393,incongruent,v1,2.0,1,0,False,False,"{'v2': 6, 'v1': 1}",incongruent@v1,
L3-44-01394-inc@v1,L3-44-01394,incongruent,v1,6.0,7,5,False,False,"{'v2': 5, 'v1': 7}",incongruent@v1,
L3-44-01395-inc@v1,L3-44-01395,incongruent,v1,7.0,5,0,False,False,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01396-inc@v1,L3-44-01396,incongruent,v1,1.0,4,0,False,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01397-inc@v1,L3-44-01397,incongruent,v1,0.0,8,0,False,True,"{'v2': 1, 'v1': 8}",incongruent@v1,
L3-44-01398-inc@v1,L3-44-01398,incongruent,v1,0.0,1,0,False,True,"{'v2': 2, 'v1': 1}",incongruent@v1,
L3-44-01399-inc@v1,L3-44-01399,incongruent,v1,7.0,8,0,False,False,"{'v2': 1, 'v1': 8}",incongruent@v1,
L3-44-01400-inc@v1,L3-44-01400,incongruent,v1,9.0,2,0,False,False,"{'v2': 0, 'v1': 2}",incongruent@v1,
L3-44-01401-inc@v1,L3-44-01401,incongruent,v1,6.0,1,7,False,False,"{'v2': 7, 'v1': 1}",incongruent@v1,
L3-44-01402-inc@v1,L3-44-01402,incongruent,v1,8.0,1,0,False,False,"{'v2': 2, 'v1': 1}",incongruent@v1,
L3-44-01403-inc@v1,L3-44-01403,incongruent,v1,1.0,7,0,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
L3-44-01404-inc@v1,L3-44-01404,incongruent,v1,9.0,1,0,False,False,"{'v2': 0, 'v1': 1}",incongruent@v1,
L3-44-01405-inc@v1,L3-44-01405,incongruent,v1,5.0,8,8,True,False,"{'v2': 8, 'v1': 8}",incongruent@v1,
L3-44-01406-inc@v1,L3-44-01406,incongruent,v1,8.0,9,5,False,False,"{'v2': 6, 'v1': 9}",incongruent@v1,
L3-44-01407-inc@v1,L3-44-01407,incongruent,v1,3.0,4,4,True,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01408-inc@v1,L3-44-01408,incongruent,v1,4.0,5,3,False,False,"{'v2': 3, 'v1': 5}",incongruent@v1,
L3-44-01409-inc@v1,L3-44-01409,incongruent,v1,4.0,7,0,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
L3-44-01410-inc@v1,L3-44-01410,incongruent,v1,7.0,9,9,True,False,"{'v2': 0, 'v1': 9}",incongruent@v1,
L3-44-01411-inc@v1,L3-44-01411,incongruent,v1,1.0,3,0,False,False,"{'v2': 6, 'v1': 3}",incongruent@v1,
L3-44-01412-inc@v1,L3-44-01412,incongruent,v1,1.0,7,7,True,False,"{'v2': 0, 'v1': 7}",incongruent@v1,
L3-44-01413-inc@v1,L3-44-01413,incongruent,v1,1.0,6,0,False,False,"{'v2': 0, 'v1': 6}",incongruent@v1,
L3-44-01414-inc@v1,L3-44-01414,incongruent,v1,3.0,2,0,False,False,"{'v2': 1, 'v1': 2}",incongruent@v1,
L3-44-01415-inc@v1,L3-44-01415,incongruent,v1,8.0,6,0,False,False,"{'v2': 1, 'v1': 6}",incongruent@v1,
L3-44-01416-inc@v1,L3-44-01416,incongruent,v1,4.0,8,5,False,False,"{'v2': 5, 'v1': 8}",incongruent@v1,
L3-44-01417-inc@v1,L3-44-01417,incongruent,v1,4.0,9,7,False,False,"{'v2': 7, 'v1': 9}",incongruent@v1,
L3-44-01418-inc@v1,L3-44-01418,incongruent,v1,5.0,0,0,True,False,"{'v2': 0, 'v1': 0}",incongruent@v1,
L3-44-01419-inc@v1,L3-44-01419,incongruent,v1,7.0,4,0,False,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01420-inc@v1,L3-44-01420,incongruent,v1,8.0,4,0,False,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01421-inc@v1,L3-44-01421,incongruent,v1,4.0,5,0,False,False,"{'v2': 5, 'v1': 5}",incongruent@v1,
L3-44-01422-inc@v1,L3-44-01422,incongruent,v1,3.0,9,7,False,False,"{'v2': 7, 'v1': 9}",incongruent@v1,
L3-44-01423-inc@v1,L3-44-01423,incongruent,v1,8.0,6,6,True,False,"{'v2': 0, 'v1': 6}",incongruent@v1,
L3-44-01424-inc@v1,L3-44-01424,incongruent,v1,7.0,1,0,False,False,"{'v2': 1, 'v1': 1}",incongruent@v1,
L3-44-01425-inc@v1,L3-44-01425,incongruent,v1,8.0,4,0,False,False,"{'v2': 3, 'v1': 4}",incongruent@v1,
L3-44-01426-inc@v1,L3-44-01426,incongruent,v1,3.0,9,9,True,False,"{'v2': 0, 'v1': 9}",incongruent@v1,
L3-44-01427-inc@v1,L3-44-01427,incongruent,v1,4.0,2,5,False,False,"{'v2': 3, 'v1': 2}",incongruent@v1,
L3-44-01428-inc@v1,L3-44-01428,incongruent,v1,2.0,9,8,False,False,"{'v2': 8, 'v1': 9}",incongruent@v1,
L3-44-01429-inc@v1,L3-44-01429,incongruent,v1,7.0,6,6,True,False,"{'v2': 6, 'v1': 6}",incongruent@v1,
L3-44-01430-inc@v1,L3-44-01430,incongruent,v1,1.0,7,2,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
L3-44-01431-inc@v1,L3-44-01431,incongruent,v1,7.0,1,8,False,False,"{'v2': 8, 'v1': 1}",incongruent@v1,
L3-44-01432-inc@v1,L3-44-01432,incongruent,v1,9.0,7,2,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
L3-44-01433-inc@v1,L3-44-01433,incongruent,v1,3.0,7,6,False,False,"{'v2': 7, 'v1': 7}",incongruent@v1,
L3-44-01434-inc@v1,L3-44-01434,incongruent,v1,7.0,0,0,True,False,"{'v2': 1, 'v1': 0}",incongruent@v1,
L3-44-01435-inc@v1,L3-44-01435,incongruent,v1,1.0,6,2,False,False,"{'v2': 2, 'v1': 6}",incongruent@v1,
L3-44-01436-inc@v1,L3-44-01436,incongruent,v1,4.0,9,7,False,False,"{'v2': 7, 'v1': 9}",incongruent@v1,
L3-44-01437-inc@v1,L3-44-01437,incongruent,v1,1.0,5,0,False,False,"{'v2': 0, 'v1': 5}",incongruent@v1,
L3-44-01438-inc@v1,L3-44-01438,incongruent,v1,7.0,0,9,False,False,"{'v2': 9, 'v1': 0}",incongruent@v1,
L3-44-01439-inc@v1,L3-44-01439,incongruent,v1,3.0,8,7,False,False,"{'v2': 8, 'v1': 8}",incongruent@v1,
L3-44-01440-inc@v1,L3-44-01440,incongruent,v1,9.0,5,3,False,False,"{'v2': 3, 'v1': 5}",incongruent@v1,
L3-44-01441-inc@v1,L3-44-01441,incongruent,v1,6.0,3,0,False,False,"{'v2': 0, 'v1': 3}",incongruent@v1,
L3-44-01442-inc@v1,L3-44-01442,incongruent,v1,3.0,7,5,False,False,"{'v2': 6, 'v1': 7}",incongruent@v1,
L3-44-01443-inc@v1,L3-44-01443,incongruent,v1,8.0,9,0,False,False,"{'v2': 3, 'v1': 9}",incongruent@v1,
L3-44-01444-inc@v1,L3-44-01444,incongruent,v1,8.0,5,0,False,False,"{'v2': 0, 'v1': 5}",incongruent@v1,
L3-44-01445-inc@v1,L3-44-01445,incongruent,v1,2.0,3,0,False,False,"{'v2': 0, 'v1': 3}",incongruent@v1,
L3-44-01446-inc@v1,L3-44-01446,incongruent,v1,5.0,8,0,False,False,"{'v2': 1, 'v1': 8}",incongruent@v1,
L3-44-01447-inc@v1,L3-44-01447,incongruent,v1,6.0,9,5,False,False,"{'v2': 5, 'v1': 9}",incongruent@v1,
L3-44-01448-inc@v1,L3-44-01448,incongruent,v1,3.0,0,6,False,False,"{'v2': 6, 'v1': 0}",incongruent@v1,
L3-44-01449-inc@v1,L3-44-01449,incongruent,v1,3.0,2,6,False,False,"{'v2': 6, 'v1': 2}",incongruent@v1,
L3-44-01450-inc@v1,L3-44-01450,incongruent,v1,3.0,9,8,False,False,"{'v2': 8, 'v1': 9}",incongruent@v1,
L3-44-01451-inc@v1,L3-44-01451,incongruent,v1,8.0,6,0,False,False,"{'v2': 0, 'v1': 6}",incongruent@v1,
L3-44-01452-inc@v1,L3-44-01452,incongruent,v1,9.0,3,0,False,False,"{'v2': 1, 'v1': 3}",incongruent@v1,
L3-44-01453-inc@v1,L3-44-01453,incongruent,v1,3.0,8,2,False,False,"{'v2': 2, 'v1': 8}",incongruent@v1,
L3-44-01454-inc@v1,L3-44-01454,incongruent,v1,8.0,3,0,False,False,"{'v2': 1, 'v1': 3}",incongruent@v1,
L3-44-01455-inc@v1,L3-44-01455,incongruent,v1,5.0,1,0,False,False,"{'v2': 0, 'v1': 1}",incongruent@v1,
L3-44-01456-inc@v1,L3-44-01456,incongruent,v1,2.0,1,0,False,False,"{'v2': 0, 'v1': 1}",incongruent@v1,
L3-44-01457-inc@v1,L3-44-01457,incongruent,v1,8.0,4,4,True,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01458-inc@v1,L3-44-01458,incongruent,v1,7.0,4,0,False,False,"{'v2': 1, 'v1': 4}",incongruent@v1,
L3-44-01459-inc@v1,L3-44-01459,incongruent,v1,1.0,2,0,False,False,"{'v2': 6, 'v1': 2}",incongruent@v1,
L3-44-01460-inc@v1,L3-44-01460,incongruent,v1,5.0,6,0,False,False,"{'v2': 0, 'v1': 6}",incongruent@v1,
L3-44-01461-inc@v1,L3-44-01461,incongruent,v1,2.0,4,0,False,False,"{'v2': 1, 'v1': 4}",incongruent@v1,
L3-44-01462-inc@v1,L3-44-01462,incongruent,v1,9.0,2,6,False,False,"{'v2': 6, 'v1': 2}",incongruent@v1,
L3-44-01463-inc@v1,L3-44-01463,incongruent,v1,1.0,5,0,False,False,"{'v2': 0, 'v1': 5}",incongruent@v1,
L3-44-01464-inc@v1,L3-44-01464,incongruent,v1,1.0,3,5,False,False,"{'v2': 6, 'v1': 3}",incongruent@v1,
L3-44-01465-inc@v1,L3-44-01465,incongruent,v1,3.0,5,0,False,False,"{'v2': 2, 'v1': 5}",incongruent@v1,
L3-44-01466-inc@v1,L3-44-01466,incongruent,v1,0.0,7,0,False,True,"{'v2': 6, 'v1': 7}",incongruent@v1,
L3-44-01467-inc@v1,L3-44-01467,incongruent,v1,7.0,5,0,False,False,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01468-inc@v1,L3-44-01468,incongruent,v1,3.0,2,0,False,False,"{'v2': 0, 'v1': 2}",incongruent@v1,
L3-44-01469-inc@v1,L3-44-01469,incongruent,v1,8.0,2,0,False,False,"{'v2': 0, 'v1': 2}",incongruent@v1,
L3-44-01470-inc@v1,L3-44-01470,incongruent,v1,1.0,6,0,False,False,"{'v2': 0, 'v1': 6}",incongruent@v1,
L3-44-01471-inc@v1,L3-44-01471,incongruent,v1,4.0,9,8,False,False,"{'v2': 8, 'v1': 9}",incongruent@v1,
L3-44-01472-inc@v1,L3-44-01472,incongruent,v1,8.0,9,0,False,False,"{'v2': 0, 'v1': 9}",incongruent@v1,
L3-44-01473-inc@v1,L3-44-01473,incongruent,v1,8.0,7,0,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
L3-44-01474-inc@v1,L3-44-01474,incongruent,v1,2.0,9,6,False,False,"{'v2': 6, 'v1': 9}",incongruent@v1,
L3-44-01475-inc@v1,L3-44-01475,incongruent,v1,6.0,8,0,False,False,"{'v2': 1, 'v1': 8}",incongruent@v1,
L3-44-01476-inc@v1,L3-44-01476,incongruent,v1,2.0,9,5,False,False,"{'v2': 5, 'v1': 9}",incongruent@v1,
L3-44-01477-inc@v1,L3-44-01477,incongruent,v1,8.0,2,0,False,False,"{'v2': 1, 'v1': 2}",incongruent@v1,
L3-44-01478-inc@v1,L3-44-01478,incongruent,v1,6.0,0,7,False,False,"{'v2': 7, 'v1': 0}",incongruent@v1,
L3-44-01479-inc@v1,L3-44-01479,incongruent,v1,9.0,4,0,False,False,"{'v2': 2, 'v1': 4}",incongruent@v1,
L3-44-01480-inc@v1,L3-44-01480,incongruent,v1,4.0,1,0,False,False,"{'v2': 1, 'v1': 1}",incongruent@v1,
L3-44-01481-inc@v1,L3-44-01481,incongruent,v1,3.0,9,0,False,False,"{'v2': 0, 'v1': 9}",incongruent@v1,
L3-44-01482-inc@v1,L3-44-01482,incongruent,v1,4.0,8,7,False,False,"{'v2': 1, 'v1': 8}",incongruent@v1,
L3-44-01483-inc@v1,L3-44-01483,incongruent,v1,4.0,3,1,False,False,"{'v2': 1, 'v1': 3}",incongruent@v1,
L3-44-01484-inc@v1,L3-44-01484,incongruent,v1,0.0,8,5,False,False,"{'v2': 5, 'v1': 8}",incongruent@v1,
L3-44-01485-inc@v1,L3-44-01485,incongruent,v1,8.0,1,5,False,False,"{'v2': 5, 'v1': 1}",incongruent@v1,
L3-44-01486-inc@v1,L3-44-01486,incongruent,v1,3.0,2,2,True,False,"{'v2': 0, 'v1': 2}",incongruent@v1,
L3-44-01487-inc@v1,L3-44-01487,incongruent,v1,4.0,9,8,False,False,"{'v2': 8, 'v1': 9}",incongruent@v1,
L3-44-01488-inc@v1,L3-44-01488,incongruent,v1,2.0,7,6,False,False,"{'v2': 6, 'v1': 7}",incongruent@v1,
L3-44-01489-inc@v1,L3-44-01489,incongruent,v1,2.0,1,0,False,False,"{'v2': 0, 'v1': 1}",incongruent@v1,
L3-44-01490-inc@v1,L3-44-01490,incongruent,v1,3.0,1,7,False,False,"{'v2': 7, 'v1': 1}",incongruent@v1,
L3-44-01491-inc@v1,L3-44-01491,incongruent,v1,9.0,8,5,False,False,"{'v2': 5, 'v1': 8}",incongruent@v1,
L3-44-01492-inc@v1,L3-44-01492,incongruent,v1,2.0,0,8,False,False,"{'v2': 8, 'v1': 0}",incongruent@v1,
L3-44-01493-inc@v1,L3-44-01493,incongruent,v1,9.0,6,0,False,False,"{'v2': 1, 'v1': 6}",incongruent@v1,
L3-44-01494-inc@v1,L3-44-01494,incongruent,v1,9.0,2,6,False,False,"{'v2': 6, 'v1': 2}",incongruent@v1,
L3-44-01495-inc@v1,L3-44-01495,incongruent,v1,3.0,6,5,False,False,"{'v2': 5, 'v1': 6}",incongruent@v1,
L3-44-01496-inc@v1,L3-44-01496,incongruent,v1,5.0,4,4,True,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01497-inc@v1,L3-44-01497,incongruent,v1,0.0,7,0,False,True,"{'v2': 6, 'v1': 7}",incongruent@v1,
L3-44-01498-inc@v1,L3-44-01498,incongruent,v1,3.0,1,6,False,False,"{'v2': 6, 'v1': 1}",incongruent@v1,
L3-44-01499-inc@v1,L3-44-01499,incongruent,v1,2.0,8,7,False,False,"{'v2': 7, 'v1': 8}",incongruent@v1,
L3-44-01500-inc@v1,L3-44-01500,incongruent,v1,2.0,0,0,True,False,"{'v2': 1, 'v1': 0}",incongruent@v1,
L3-44-01501-inc@v1,L3-44-01501,incongruent,v1,9.0,2,4,False,False,"{'v2': 5, 'v1': 2}",incongruent@v1,
L3-44-01502-inc@v1,L3-44-01502,incongruent,v1,9.0,1,7,False,False,"{'v2': 7, 'v1': 1}",incongruent@v1,
L3-44-01503-inc@v1,L3-44-01503,incongruent,v1,9.0,0,0,True,False,"{'v2': 2, 'v1': 0}",incongruent@v1,
L3-44-01504-inc@v1,L3-44-01504,incongruent,v1,3.0,7,0,False,False,"{'v2': 1, 'v1': 7}",incongruent@v1,
L3-44-01505-inc@v1,L3-44-01505,incongruent,v1,4.0,5,0,False,False,"{'v2': 0, 'v1': 5}",incongruent@v1,
L3-44-01506-inc@v1,L3-44-01506,incongruent,v1,0.0,6,0,False,True,"{'v2': 5, 'v1': 6}",incongruent@v1,
L3-44-01507-inc@v1,L3-44-01507,incongruent,v1,3.0,7,0,False,False,"{'v2': 0, 'v1': 7}",incongruent@v1,
L3-44-01508-inc@v1,L3-44-01508,incongruent,v1,4.0,5,0,False,False,"{'v2': 2, 'v1': 5}",incongruent@v1,
L3-44-01509-inc@v1,L3-44-01509,incongruent,v1,4.0,8,0,False,False,"{'v2': 1, 'v1': 8}",incongruent@v1,
L3-44-01510-inc@v1,L3-44-01510,incongruent,v1,9.0,8,8,True,False,"{'v2': 8, 'v1': 8}",incongruent@v1,
L3-44-01511-inc@v1,L3-44-01511,incongruent,v1,6.0,7,0,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
L3-44-01512-inc@v1,L3-44-01512,incongruent,v1,5.0,6,4,False,False,"{'v2': 0, 'v1': 6}",incongruent@v1,
L3-44-01513-inc@v1,L3-44-01513,incongruent,v1,1.0,9,5,False,False,"{'v2': 5, 'v1': 9}",incongruent@v1,
L3-44-01514-inc@v1,L3-44-01514,incongruent,v1,7.0,6,0,False,False,"{'v2': 1, 'v1': 6}",incongruent@v1,
L3-44-01515-inc@v1,L3-44-01515,incongruent,v1,9.0,6,5,False,False,"{'v2': 1, 'v1': 6}",incongruent@v1,
L3-44-01516-inc@v1,L3-44-01516,incongruent,v1,2.0,4,3,False,False,"{'v2': 3, 'v1': 4}",incongruent@v1,
L3-44-01517-inc@v1,L3-44-01517,incongruent,v1,2.0,3,0,False,False,"{'v2': 0, 'v1': 3}",incongruent@v1,
L3-44-01518-inc@v1,L3-44-01518,incongruent,v1,0.0,7,0,False,True,"{'v2': 5, 'v1': 7}",incongruent@v1,
L3-44-01519-inc@v1,L3-44-01519,incongruent,v1,6.0,8,8,True,False,"{'v2': 8, 'v1': 8}",incongruent@v1,
L3-44-01520-inc@v1,L3-44-01520,incongruent,v1,8.0,3,0,False,False,"{'v2': 1, 'v1': 3}",incongruent@v1,
L3-44-01521-inc@v1,L3-44-01521,incongruent,v1,0.0,5,0,False,True,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01522-inc@v1,L3-44-01522,incongruent,v1,5.0,1,0,False,False,"{'v2': 1, 'v1': 1}",incongruent@v1,
L3-44-01523-inc@v1,L3-44-01523,incongruent,v1,0.0,3,0,False,True,"{'v2': 1, 'v1': 3}",incongruent@v1,
L3-44-01524-inc@v1,L3-44-01524,incongruent,v1,5.0,4,0,False,False,"{'v2': 0, 'v1': 4}",incongruent@v1,
L3-44-01525-inc@v1,L3-44-01525,incongruent,v1,4.0,2,0,False,False,"{'v2': 1, 'v1': 2}",incongruent@v1,
L3-44-01526-inc@v1,L3-44-01526,incongruent,v1,3.0,1,0,False,False,"{'v2': 1, 'v1': 1}",incongruent@v1,
L3-44-01527-inc@v1,L3-44-01527,incongruent,v1,7.0,0,0,True,False,"{'v2': 1, 'v1': 0}",incongruent@v1,
L3-44-01528-inc@v1,L3-44-01528,incongruent,v1,9.0,5,0,False,False,"{'v2': 1, 'v1': 5}",incongruent@v1,
L3-44-01529-inc@v1,L3-44-01529,incongruent,v1,4.0,9,0,False,False,"{'v2': 0, 'v1': 9}",incongruent@v1,
L3-44-01530-inc@v1,L3-44-01530,incongruent,v1,9.0,3,0,False,False,"{'v2': 0, 'v1': 3}",incongruent@v1,
L3-44-01531-inc@v1,L3-44-01531,incongruent,v1,8.0,2,7,False,False,"{'v2': 7, 'v1': 2}",incongruent@v1,
L3-44-01532-inc@v1,L3-44-01532,incongruent,v1,1.0,0,9,False,False,"{'v2': 9, 'v1': 0}",incongruent@v1,
L3-44-01533-inc@v1,L3-44-01533,incongruent,v1,3.0,7,5,False,False,"{'v2': 1, 'v1': 7}",incongruent@v1,
L3-44-01534-inc@v1,L3-44-01534,incongruent,v1,1.0,6,3,False,False,"{'v2': 3, 'v1': 6}",incongruent@v1,
L3-44-01535-inc@v1,L3-44-01535,incongruent,v1,4.0,0,0,True,False,"{'v2': 0, 'v1': 0}",incongruent@v1,
L3-44-01536-inc@v1,L3-44-01536,incongruent,v1,4.0,0,0,True,False,"{'v2': 5, 'v1': 0}",incongruent@v1,
L3-44-01537-inc@v1,L3-44-01537,incongruent,v1,9.0,1,7,False,False,"{'v2': 7, 'v1': 1}",incongruent@v1,
L3-44-01538-inc@v1,L3-44-01538,incongruent,v1,6.0,3,0,False,False,"{'v2': 2, 'v1': 3}",incongruent@v1,
L3-44-01539-inc@v1,L3-44-01539,incongruent,v1,8.0,0,0,True,False,"{'v2': 1, 'v1': 0}",incongruent@v1,
L3-44-01540-inc@v1,L3-44-01540,incongruent,v1,3.0,2,0,False,False,"{'v2': 0, 'v1': 2}",incongruent@v1,
L3-44-01541-inc@v1,L3-44-01541,incongruent,v1,4.0,8,2,False,False,"{'v2': 2, 'v1': 8}",incongruent@v1,
L3-44-01542-inc@v1,L3-44-01542,incongruent,v1,8.0,6,0,False,False,"{'v2': 3, 'v1': 6}",incongruent@v1,
L3-44-01543-inc@v1,L3-44-01543,incongruent,v1,0.0,3,0,False,True,"{'v2': 2, 'v1': 3}",incongruent@v1,
L3-44-01544-inc@v1,L3-44-01544,incongruent,v1,8.0,6,2,False,False,"{'v2': 6, 'v1': 6}",incongruent@v1,
L3-44-01545-inc@v1,L3-44-01545,incongruent,v1,9.0,6,0,False,False,"{'v2': 6, 'v1': 6}",incongruent@v1,
L3-44-01546-inc@v1,L3-44-01546,incongruent,v1,8.0,9,7,False,False,"{'v2': 7, 'v1': 9}",incongruent@v1,
L3-44-01547-inc@v1,L3-44-01547,incongruent,v1,1.0,5,5,True,False,"{'v2': 0, 'v1': 5}",incongruent@v1,
L3-44-01548-inc@v1,L3-44-01548,incongruent,v1,6.0,0,5,False,False,"{'v2': 5, 'v1': 0}",incongruent@v1,
L3-44-01549-inc@v1,L3-44-01549,incongruent,v1,4.0,7,2,False,False,"{'v2': 2, 'v1': 7}",incongruent@v1,
